"Classification","Year","Period","Period.Desc.","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Reporter.ISO","Partner.Code","Partner","Partner.ISO","X2nd.Partner.Code","X2nd.Partner","X2nd.Partner.ISO","Customs.Proc..Code","Customs","Mode.of.Transport.Code","Mode.of.Transport","Commodity.Code","Commodity","Qty.Unit.Code","Qty.Unit","Qty","Alt.Qty.Unit.Code","Alt.Qty.Unit","Alt.Qty","Netweight..kg.","Gross.weight..kg.","Trade.Value..US..","CIF.Trade.Value..US..","FOB.Trade.Value..US..","Flag"
"HS",2012,201203,"March 2012",4,0,1,"Imports",51,"Armenia",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,0,NA,551,NA,NA,0
"HS",2012,201206,"June 2012",4,0,1,"Imports",51,"Armenia",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,10,NA,1400,NA,NA,0
"HS",2012,201209,"September 2012",4,0,1,"Imports",51,"Armenia",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,0,NA,386,NA,NA,0
"HS",2012,201206,"June 2012",4,0,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,320,NA,1000,NA,NA,0
"HS",2012,201208,"August 2012",4,0,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,3,NA,300,NA,NA,0
"HS",2012,201211,"November 2012",4,0,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,5000,NA,21700,NA,NA,0
"HS",2012,201212,"December 2012",4,0,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,55,NA,23600,NA,NA,0
"HS",2012,201203,"March 2012",4,0,1,"Imports",398,"Kazakhstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,700,NA,3740,NA,NA,0
"HS",2012,201204,"April 2012",4,0,1,"Imports",398,"Kazakhstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,100,NA,1290,NA,NA,0
"HS",2012,201205,"May 2012",4,0,1,"Imports",398,"Kazakhstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,500,NA,3770,NA,NA,0
"HS",2012,201206,"June 2012",4,0,1,"Imports",398,"Kazakhstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,300,NA,2190,NA,NA,0
"HS",2012,201207,"July 2012",4,0,1,"Imports",398,"Kazakhstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,40600,NA,29730,NA,NA,0
"HS",2012,201208,"August 2012",4,0,1,"Imports",398,"Kazakhstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,2700,NA,5770,NA,NA,0
"HS",2012,201209,"September 2012",4,0,1,"Imports",398,"Kazakhstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,NA,NA,7080,NA,NA,0
"HS",2012,201210,"October 2012",4,0,1,"Imports",398,"Kazakhstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,NA,NA,3400,NA,NA,0
"HS",2012,201211,"November 2012",4,0,1,"Imports",398,"Kazakhstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,100900,NA,323680,NA,NA,0
"HS",2012,201212,"December 2012",4,0,1,"Imports",398,"Kazakhstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,301,"Fish; live",NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,0
